Group_ID,Person_ID,Pose_ID,Image_Filename,Shoulder_Height_Diff_px,Hip_Height_Diff_px,Torso_Vertical_Tilt_deg,Ear_Hip_Vertical_Tilt_deg,Shoulder_Line_Horizontal_Tilt_deg,Hip_Line_Horizontal_Tilt_deg
F1,0297,P10,C_P10_0297_cam101_100f.jpg,1.00,3.00,-0.55,-0.74,0.34,1.74
F1,0308,P10,C_P10_0308_cam101_100f.jpg,2.00,1.00,-0.32,0.42,-0.70,0.62
F1,0309,P10,C_P10_0309_cam101_100f.jpg,1.00,4.00,2.33,0.67,0.44,2.39
F1,0310,P10,C_P10_0310_cam101_100f.jpg,1.00,1.00,3.35,1.11,-0.38,-0.52
F1,0311,P10,C_P10_0311_cam101_100f.jpg,3.00,4.00,-0.28,-1.09,1.08,-2.18
F1,0312,P10,C_P10_0312_cam101_100f.jpg,6.00,0.00,-1.56,-3.29,-2.22,-0.00
F1,0313,P10,C_P10_0313_cam101_100f.jpg,5.00,0.00,1.79,0.36,1.81,-0.00
F1,0314,P10,C_P10_0314_cam101_100f.jpg,0.00,4.00,0.26,-0.91,-0.00,-2.25
F1,0315,P10,C_P10_0315_cam101_100f.jpg,7.00,2.00,1.25,1.68,2.04,0.95
F1,0316,P10,C_P10_0316_cam101_100f.jpg,10.00,3.00,1.69,2.27,3.27,1.79
F1,0317,P10,C_P10_0317_cam101_100f.jpg,3.00,1.00,-1.49,-1.95,1.10,-0.60
F1,0318,P10,C_P10_0318_cam101_50f.jpg,1.00,1.00,-2.12,-0.36,-0.35,0.58
F1,0320,P10,C_P10_0320_cam101_100f.jpg,1.00,0.00,-0.61,1.06,0.40,-0.00
F1,0355,P10,E_P10_0355_cam101_50f.jpg,3.00,2.00,1.19,1.26,-1.21,1.22
F1,0356,P10,E_P10_0356_cam101_100f.jpg,6.00,3.00,-0.54,-0.36,1.79,-1.74
F1,0357,P10,E_P10_0357_cam101_100f.jpg,7.00,1.00,2.12,1.21,-2.51,-0.69
F1,0358,P10,E_P10_0358_cam101_100f.jpg,4.00,3.00,0.84,0.95,1.35,-1.67
F1,0359,P10,E_P10_0359_cam101_100f.jpg,6.00,0.00,2.42,0.77,2.02,-0.00
F1,0360,P10,E_P10_0360_cam101_100f.jpg,4.00,2.00,1.46,-0.20,1.35,-1.16
F1,0361,P10,E_P10_0361_cam101_100f.jpg,3.00,1.00,-2.88,-1.77,-1.07,-0.60
F1,0362,P10,E_P10_0362_cam101_100f.jpg,9.00,3.00,-2.02,-2.96,-3.32,-1.64
F1,0363,P10,E_P10_0363_cam101_100f.jpg,2.00,2.00,-1.48,-1.77,-0.69,-1.04
F1,0364,P10,E_P10_0364_cam101_100f.jpg,0.00,3.00,-1.69,-1.97,-0.00,-1.67
F1,0365,P10,E_P10_0365_cam101_100f.jpg,2.00,1.00,-3.10,-1.95,0.72,-0.60
F1,0366,P10,E_P10_0366_cam101_100f.jpg,3.00,0.00,0.00,-0.42,-1.17,-0.00
F1,0367,P10,E_P10_0367_cam101_100f.jpg,6.00,1.00,-1.19,-1.19,-2.25,0.59
F1,0368,P10,E_P10_0368_cam101_100f.jpg,2.00,0.00,0.85,1.15,-0.77,-0.00
F1,0369,P10,E_P10_0369_cam101_100f.jpg,3.00,1.00,-0.81,0.37,1.04,-0.58
F1,0420,P10,H_P10_0420_cam101_50f.jpg,4.00,0.00,-2.76,-2.68,-1.54,-0.00
F1,0421,P10,H_P10_0421_cam101_100f.jpg,2.00,1.00,-1.09,-1.33,-0.83,-0.58
F1,0422,P10,H_P10_0422_cam101_100f.jpg,2.00,1.00,1.49,1.01,0.74,0.56
F1,0423,P10,H_P10_0423_cam101_50f.jpg,0.00,3.00,2.30,0.40,-0.00,1.58
F1,0424,P10,H_P10_0424_cam101_100f.jpg,1.00,1.00,-0.81,-1.29,0.37,-0.56
F1,0425,P10,H_P10_0425_cam101_100f.jpg,0.00,4.00,-1.09,-0.73,-0.00,2.83
F1,0426,P10,H_P10_0426_cam101_50f.jpg,2.00,1.00,-0.31,-1.25,0.82,0.57
F1,0428,P10,H_P10_0428_cam101_50f.jpg,1.00,1.00,1.53,0.21,0.37,0.57
F1,0429,P10,H_P10_0429_cam101_50f.jpg,4.00,3.00,4.50,2.98,1.56,1.91
F1,0430,P10,H_P10_0430_cam101_100f.jpg,1.00,2.00,-0.86,-1.35,-0.37,1.13
F1,0431,P10,H_P10_0431_cam101_100f.jpg,6.00,1.00,0.28,0.00,2.22,0.56
F1,0432,P10,H_P10_0432_cam101_100f.jpg,4.00,2.00,0.74,0.69,-1.31,-1.04
F1,0433,P10,H_P10_0433_cam101_100f.jpg,3.00,2.00,-0.55,-1.34,1.13,-1.21
F1,0434,P10,H_P10_0434_cam101_100f.jpg,2.00,4.00,1.96,-0.56,-0.73,2.20
F1,0435,P10,H_P10_0435_cam101_100f.jpg,3.00,1.00,0.57,-0.19,-1.12,0.54
F1,0436,P10,H_P10_0436_cam101_50f.jpg,4.00,5.00,-1.96,-3.26,1.58,2.92
F1,0437,P10,H_P10_0437_cam101_100f.jpg,0.00,2.00,-3.33,-1.52,-0.00,-1.09
F1,0438,P10,H_P10_0438_cam101_100f.jpg,6.00,4.00,-1.02,-1.15,-2.40,2.25
F1,0439,P10,H_P10_0439_cam101_100f.jpg,1.00,1.00,1.10,0.38,0.37,-0.62
F1,0440,P10,H_P10_0440_cam101_100f.jpg,1.00,0.00,-0.28,-0.95,-0.32,-0.00
F1,0441,P10,H_P10_0441_cam101_100f.jpg,6.00,1.00,-1.25,-2.26,-1.95,0.52
F1,0442,P10,H_P10_0442_cam101_100f.jpg,3.00,1.00,-0.28,-1.19,1.15,0.55
F1,0443,P10,H_P10_0443_cam101_100f.jpg,5.00,1.00,-0.49,-0.87,1.60,-0.52
F1,0469,P10,J_P10_0469_cam101_100f.jpg,1.00,0.00,0.00,-1.71,0.37,-0.00
F1,0470,P10,J_P10_0470_cam101_50f.jpg,5.00,1.00,-0.58,-0.20,-1.88,-0.58
F1,0471,P10,J_P10_0471_cam101_50f.jpg,0.00,1.00,0.00,0.00,-0.00,0.65
F1,0472,P10,J_P10_0472_cam101_50f.jpg,2.00,0.00,0.00,-0.36,-0.68,-0.00
F1,0473,P10,J_P10_0473_cam101_50f.jpg,2.00,0.00,-1.75,-1.01,-0.77,-0.00
F1,0475,P10,J_P10_0475_cam101_50f.jpg,0.00,1.00,0.64,-0.67,-0.00,0.62
F1,0476,P10,J_P10_0476_cam101_100f.jpg,0.00,1.00,-1.52,0.21,-0.00,0.62
F1,0477,P10,J_P10_0477_cam101_50f.jpg,2.00,1.00,1.29,-0.18,0.66,-0.57
F1,0478,P10,J_P10_0478_cam101_50f.jpg,3.00,1.00,0.86,-1.15,-1.09,0.51
F1,0479,P10,J_P10_0479_cam101_100f.jpg,5.00,2.00,1.90,0.68,1.61,-1.01
F1,0480,P10,J_P10_0480_cam101_50f.jpg,0.00,1.00,-1.51,-1.93,-0.00,0.58
F1,0481,P10,J_P10_0481_cam101_50f.jpg,5.00,1.00,-2.28,-1.95,1.91,0.54
F1,0482,P10,J_P10_0482_cam101_50f.jpg,6.00,1.00,-0.25,-1.26,2.02,-0.58
F1,0483,P10,J_P10_0483_cam101_50f.jpg,7.00,3.00,1.90,-0.18,2.47,1.75
F1,0484,P10,J_P10_0484_cam101_100f.jpg,3.00,0.00,0.78,0.00,-1.11,-0.00
F1,0485,P10,J_P10_0485_cam101_50f.jpg,3.00,0.00,-0.32,-0.21,-1.02,-0.00
F1,0486,P10,J_P10_0486_cam101_100f.jpg,1.00,1.00,-0.84,-2.00,0.40,0.52
F1,0487,P10,J_P10_0487_cam101_100f.jpg,2.00,2.00,0.00,-1.55,-0.72,0.99
F1,0488,P10,J_P10_0488_cam101_100f.jpg,3.00,5.00,-1.55,-1.45,-1.15,2.95
F2,0797,P10,C_P10_0797_cam101_50f.jpg,9.00,3.00,1.65,1.32,2.85,1.48
F2,0800,P10,C_P10_0800_cam101_50f.jpg,1.00,3.00,-0.75,-1.39,0.38,-1.62
F2,0801,P10,C_P10_0801_cam101_100f.jpg,1.00,3.00,-2.37,-3.98,0.37,-1.61
F2,0802,P10,C_P10_0802_cam101_100f.jpg,5.00,2.00,-2.33,-0.73,1.67,-1.12
F2,0803,P10,C_P10_0803_cam101_100f.jpg,4.00,2.00,-3.12,-4.32,1.41,-1.05
F2,0804,P10,C_P10_0804_cam101_100f.jpg,2.00,0.00,3.81,0.98,0.69,-0.00
F2,0805,P10,C_P10_0805_cam101_100f.jpg,3.00,3.00,-3.09,-1.72,-1.12,-1.77
F2,0806,P10,C_P10_0806_cam101_100f.jpg,1.00,0.00,-0.54,-1.28,0.35,-0.00
F2,0807,P10,C_P10_0807_cam101_100f.jpg,1.00,1.00,-0.27,-1.65,0.39,-0.62
F2,0808,P10,C_P10_0808_cam101_100f.jpg,5.00,3.00,0.84,-0.19,-1.88,-1.65
F2,0809,P10,C_P10_0809_cam101_100f.jpg,11.00,1.00,-0.76,-2.44,-3.68,-0.50
F2,0811,P10,C_P10_0811_cam101_100f.jpg,1.00,1.00,1.38,-2.24,0.37,-0.58
F2,0812,P10,C_P10_0812_cam101_100f.jpg,5.00,1.00,-1.60,-1.99,1.66,-0.55
F2,0813,P10,C_P10_0813_cam101_100f.jpg,5.00,1.00,3.19,2.58,1.87,-0.56
F2,0814,P10,C_P10_0814_cam101_100f.jpg,2.00,2.00,1.29,1.25,0.67,1.17
F2,0815,P10,C_P10_0815_cam101_100f.jpg,4.00,1.00,-3.26,-2.36,-1.28,-0.54
F2,0818,P10,C_P10_0818_cam101_100f.jpg,2.00,0.00,-0.29,-0.59,0.69,-0.00
F2,0854,P10,E_P10_0854_cam101_100f.jpg,2.00,4.00,2.21,0.00,0.72,1.93
F2,0855,P10,E_P10_0855_cam101_100f.jpg,5.00,2.00,-0.57,-2.40,1.77,-1.33
F2,0856,P10,E_P10_0856_cam101_50f.jpg,0.00,2.00,0.52,0.71,-0.00,1.03
F2,0857,P10,E_P10_0857_cam101_100f.jpg,5.00,3.00,-1.31,-0.89,1.77,1.65
F2,0858,P10,E_P10_0858_cam101_100f.jpg,5.00,5.00,-1.58,-2.68,1.80,-2.89
F2,0859,P10,E_P10_0859_cam101_50f.jpg,2.00,2.00,-1.73,-1.20,0.67,-1.02
F2,0860,P10,E_P10_0860_cam101_100f.jpg,3.00,2.00,-0.99,-1.54,-1.12,-1.05
F2,0861,P10,E_P10_0861_cam101_100f.jpg,1.00,2.00,0.00,-1.65,-0.37,-1.23
F2,0862,P10,E_P10_0862_cam101_100f.jpg,1.00,1.00,-1.21,-1.82,-0.36,-0.59
F2,0863,P10,E_P10_0863_cam101_100f.jpg,1.00,0.00,-0.80,-2.00,-0.35,-0.00
F2,0864,P10,E_P10_0864_cam101_100f.jpg,2.00,0.00,0.59,-1.02,0.76,-0.00
F2,0915,P10,H_P10_0915_cam101_100f.jpg,2.00,2.00,2.43,0.74,-0.72,-1.22
F2,0916,P10,H_P10_0916_cam101_100f.jpg,3.00,1.00,-1.06,-1.99,1.01,0.55
F2,0919,P10,H_P10_0919_cam101_100f.jpg,3.00,3.00,0.53,-0.72,-1.01,1.56
F2,0920,P10,H_P10_0920_cam101_100f.jpg,2.00,2.00,0.54,-0.19,-0.77,-1.30
F2,0921,P10,C_P10_0921_cam101_100f.jpg,1.00,3.00,0.26,-0.18,0.35,1.43
F2,0922,P10,H_P10_0922_cam101_100f.jpg,6.00,2.00,0.54,1.27,2.05,1.21
F2,0923,P10,H_P10_0923_cam101_100f.jpg,4.00,1.00,-2.10,-1.57,1.47,0.60
F2,0924,P10,H_P10_0924_cam101_100f.jpg,4.00,1.00,1.88,0.36,1.27,0.50
F2,0925,P10,H_P10_0925_cam101_100f.jpg,0.00,6.00,0.29,1.50,-0.00,3.40
F2,0926,P10,H_P10_0926_cam101_50f.jpg,6.00,3.00,-2.04,,-2.22,-1.89
F2,0927,P10,H_P10_0927_cam101_100f.jpg,1.00,1.00,0.26,0.53,0.39,0.55
F2,0928,P10,H_P10_0928_cam101_100f.jpg,4.00,2.00,-1.66,-0.37,-1.50,1.21
F2,0929,P10,H_P10_0929_cam101_100f.jpg,2.00,1.00,-1.77,-2.59,-0.71,-0.61
F2,0930,P10,H_P10_0930_cam101_100f.jpg,6.00,1.00,-0.57,-1.15,2.16,-0.63
F2,0931,P10,H_P10_0931_cam101_100f.jpg,8.00,3.00,2.63,1.48,2.74,1.52
F2,0932,P10,H_P10_0932_cam101_100f.jpg,1.00,0.00,-0.29,-1.17,0.36,-0.00
F2,0933,P10,H_P10_0933_cam101_100f.jpg,2.00,0.00,0.30,-0.20,0.73,-0.00
F2,0934,P10,H_P10_0934_cam101_100f.jpg,2.00,2.00,-0.76,-1.81,0.64,-1.01
F2,0935,P10,H_P10_0935_cam101_100f.jpg,0.00,0.00,3.67,0.62,-0.00,-0.00
F2,0936,P10,H_P10_0936_cam101_100f.jpg,2.00,3.00,-1.84,-1.42,-0.69,-1.87
F2,0937,P10,H_P10_0937_cam101_100f.jpg,4.00,2.00,-0.60,-0.60,-1.50,1.12
F2,0965,P10,J_P10_0965_cam101_100f.jpg,2.00,0.00,-1.41,-0.94,-0.77,-0.00
F2,0966,P10,J_P10_0966_cam101_100f.jpg,2.00,0.00,2.43,0.75,-0.69,-0.00
F2,0967,P10,J_P10_0967_cam101_100f.jpg,2.00,1.00,-1.01,-0.71,0.75,0.55
F2,0968,P10,J_P10_0968_cam101_50f.jpg,0.00,0.00,-0.55,-0.56,-0.00,-0.00
F2,0969,P10,J_P10_0969_cam101_50f.jpg,7.00,4.00,2.88,1.32,2.62,2.31
F2,0970,P10,J_P10_0970_cam101_100f.jpg,8.00,1.00,-4.23,-3.59,-2.44,-0.51
F2,0971,P10,J_P10_0971_cam101_100f.jpg,2.00,0.00,1.77,0.00,0.77,-0.00
F2,0972,P10,J_P10_0972_cam101_50f.jpg,5.00,3.00,3.79,2.14,1.90,1.68
F2,0973,P10,J_P10_0973_cam101_100f.jpg,2.00,0.00,-0.59,0.80,-0.72,-0.00
F2,0974,P10,J_P10_0974_cam101_50f.jpg,2.00,1.00,2.12,1.63,0.69,0.58
F2,0975,P10,J_P10_0975_cam101_100f.jpg,2.00,1.00,-0.54,0.19,0.69,0.48
F2,0976,P10,J_P10_0976_cam101_100f.jpg,4.00,1.00,0.54,0.75,1.44,0.54
F2,0977,P10,J_P10_0977_cam101_100f.jpg,0.00,2.00,1.70,1.12,-0.00,1.06
F2,0978,P10,J_P10_0978_cam101_100f.jpg,1.00,1.00,3.35,0.97,0.37,0.54
F2,0979,P10,J_P10_0979_cam101_100f.jpg,5.00,4.00,2.70,0.90,1.82,2.18
F2,0980,P10,J_P10_0980_cam101_50f.jpg,2.00,1.00,-2.56,-1.80,0.68,-0.55
F2,0981,P10,J_P10_0981_cam101_100f.jpg,1.00,3.00,3.78,2.78,0.37,1.68
F2,0982,P10,J_P10_0982_cam101_50f.jpg,4.00,3.00,-1.74,-2.18,1.21,-1.65
F2,0983,P10,J_P10_0983_cam101_100f.jpg,3.00,2.00,1.55,0.35,1.07,1.09
F2,0984,P10,J_P10_0984_cam101_100f.jpg,6.00,0.00,-0.50,-1.60,-2.05,-0.00
F2,0985,P10,J_P10_0985_cam101_100f.jpg,2.00,1.00,0.49,-0.35,-0.76,0.57
F2,0986,P10,J_P10_0986_cam101_50f.jpg,6.00,0.00,0.00,-0.56,-2.16,-0.00
F2,0987,P10,J_P10_0987_cam101_50f.jpg,1.00,0.00,3.56,2.24,-0.38,-0.00
F2,0988,P10,J_P10_0988_cam101_50f.jpg,3.00,2.00,1.35,0.54,1.09,1.05
F3,1297,P10,C_P10_1297_cam101_50f.jpg,1.00,0.00,-1.39,-2.96,0.34,-0.00
F3,1298,P10,C_P10_1298_cam101_100f.jpg,4.00,2.00,0.00,-0.75,-1.31,1.10
F3,1299,P10,C_P10_1299_cam101_100f.jpg,7.00,1.00,1.05,-0.91,2.44,0.57
F3,1300,P10,C_P10_1300_cam101_100f.jpg,1.00,1.00,-1.62,-3.31,-0.37,-0.58
F3,1301,P10,C_P10_1301_cam101_100f.jpg,1.00,2.00,-0.29,-1.40,-0.36,1.19
F3,1302,P10,C_P10_1302_cam101_100f.jpg,9.00,2.00,-3.65,-2.88,-3.32,-1.19
F3,1303,P10,H_P10_1303_cam101_100f.jpg,4.00,1.00,1.21,1.02,-1.51,0.62
F3,1304,P10,C_P10_1304_cam101_100f.jpg,9.00,1.00,0.00,-0.18,2.91,-0.58
F3,1305,P10,C_P10_1305_cam101_100f.jpg,5.00,0.00,1.60,1.65,1.66,-0.00
F3,1308,P10,C_P10_1308_cam101_100f.jpg,2.00,2.00,1.32,0.18,-0.71,1.02
F3,1310,P10,C_P10_1310_cam101_100f.jpg,4.00,0.00,-0.68,-1.32,-1.34,-0.00
F3,1311,P10,C_P10_1311_cam101_100f.jpg,4.00,1.00,-2.89,-2.58,-1.54,-0.55
F3,1345,P10,E_P10_1345_cam101_100f.jpg,4.00,3.00,-2.64,-2.33,-1.26,-1.68
F3,1346,P10,E_P10_1346_cam101_100f.jpg,1.00,0.00,-0.53,-0.55,-0.34,-0.00
F3,1347,P10,E_P10_1347_cam101_100f.jpg,2.00,1.00,-1.62,-2.40,0.69,0.52
F3,1349,P10,E_P10_1349_cam101_100f.jpg,5.00,1.00,-1.19,-1.82,-1.67,-0.57
F3,1350,P10,E_P10_1350_cam101_100f.jpg,1.00,1.00,0.86,0.77,-0.37,0.55
F3,1351,P10,E_P10_1351_cam101_100f.jpg,1.00,0.00,2.45,-1.90,-0.36,-0.00
F3,1352,P10,E_P10_1352_cam101_100f.jpg,1.00,1.00,-2.39,-1.42,-0.28,-0.51
F3,1353,P10,E_P10_1353_cam101_100f.jpg,3.00,3.00,-1.86,-2.39,-1.03,-1.47
F3,1354,P10,E_P10_1354_cam101_100f.jpg,2.00,2.00,-1.16,0.00,-0.69,-1.12
F3,1355,P10,E_P10_1355_cam101_100f.jpg,6.00,0.00,2.82,0.73,2.08,-0.00
F3,1356,P10,E_P10_1356_cam101_100f.jpg,3.00,2.00,2.30,0.18,1.09,1.12
F3,1357,P10,E_P10_1357_cam101_100f.jpg,7.00,1.00,-0.48,-1.95,2.29,0.54
F3,1358,P10,E_P10_1358_cam101_100f.jpg,11.00,2.00,-3.32,-3.76,-4.03,-1.16
F3,1359,P10,E_P10_1359_cam101_100f.jpg,5.00,1.00,-2.59,-2.14,-1.76,-0.56
F3,1360,P10,E_P10_1360_cam101_100f.jpg,3.00,1.00,-3.58,-1.60,-1.02,-0.53
F3,1412,P10,H_P10_1412_cam101_100f.jpg,2.00,1.00,-0.74,-2.91,0.75,-0.55
F3,1413,P10,H_P10_1413_cam101_100f.jpg,1.00,2.00,1.02,0.35,0.36,1.10
F3,1414,P10,H_P10_1414_cam101_100f.jpg,1.00,1.00,-0.49,-0.17,-0.35,-0.52
F3,1415,P10,H_P10_1415_cam101_100f.jpg,3.00,0.00,0.27,-0.36,1.07,-0.00
F3,1416,P10,H_P10_1416_cam101_100f.jpg,2.00,2.00,0.54,-1.49,-0.74,-1.01
F3,1417,P10,H_P10_1417_cam101_100f.jpg,2.00,1.00,0.25,0.00,0.62,0.49
F3,1418,P10,H_P10_1418_cam101_100f.jpg,2.00,2.00,-0.30,-1.53,-0.67,1.05
F3,1419,P10,H_P10_1419_cam101_100f.jpg,7.00,0.00,-2.62,-2.66,-2.67,-0.00
F3,1420,P10,H_P10_1420_cam101_100f.jpg,2.00,4.00,-2.28,-1.75,0.68,-1.91
F3,1421,P10,H_P10_1421_cam101_50f.jpg,3.00,2.00,0.53,-1.46,1.07,-1.17
F3,1422,P10,H_P10_1422_cam101_100f.jpg,4.00,1.00,-4.20,-3.84,-1.41,-0.52
F3,1423,P10,H_P10_1423_cam101_100f.jpg,8.00,0.00,-1.29,-1.80,2.78,-0.00
F3,1426,P10,H_P10_1426_cam101_100f.jpg,1.00,1.00,-0.70,-0.16,0.28,-0.52
F3,1427,P10,H_P10_1427_cam101_100f.jpg,0.00,1.00,0.83,0.94,-0.00,0.52
F3,1428,P10,H_P10_1428_cam101_100f.jpg,4.00,2.00,0.00,-1.45,1.47,1.06
F3,1429,P10,H_P10_1429_cam101_100f.jpg,1.00,1.00,-0.26,-1.28,-0.33,0.49
F3,1430,P10,H_P10_1430_cam101_100f.jpg,6.00,1.00,2.84,3.75,2.01,0.53
F3,1431,P10,H_P10_1431_cam101_50f.jpg,2.00,3.00,2.08,2.46,-0.70,1.62
F3,1432,P10,H_P10_1432_cam101_100f.jpg,1.00,1.00,1.94,1.14,-0.38,0.53
F3,1435,P10,H_P10_1435_cam101_50f.jpg,0.00,2.00,-1.07,-0.92,-0.00,1.12
F3,1462,P10,J_P10_1462_cam101_100f.jpg,2.00,1.00,-2.34,-2.33,-0.71,0.52
F3,1463,P10,J_P10_1463_cam101_100f.jpg,1.00,2.00,1.11,0.38,0.38,-1.09
F3,1464,P10,J_P10_1464_cam101_100f.jpg,5.00,1.00,-0.27,0.94,1.76,0.48
F3,1465,P10,J_P10_1465_cam101_50f.jpg,14.00,4.00,2.13,2.13,5.26,2.20
F3,1466,P10,J_P10_1466_cam101_100f.jpg,3.00,2.00,-1.13,-2.12,-1.10,-1.08
F3,1467,P10,J_P10_1467_cam101_100f.jpg,8.00,1.00,2.54,0.79,2.86,-0.51
F3,1468,P10,J_P10_1468_cam101_100f.jpg,3.00,2.00,-1.19,-2.19,1.08,-1.07
F3,1469,P10,J_P10_1469_cam101_100f.jpg,2.00,3.00,-0.55,-2.44,-0.75,1.64
F3,1470,P10,J_P10_1470_cam101_100f.jpg,5.00,0.00,-0.55,-1.11,1.80,-0.00
F3,1471,P10,J_P10_1471_cam101_50f.jpg,2.00,1.00,-0.54,-2.53,0.73,-0.52
F3,1472,P10,J_P10_1472_cam101_100f.jpg,3.00,1.00,1.64,1.33,1.07,0.58
F3,1473,P10,J_P10_1473_cam101_100f.jpg,3.00,0.00,-0.52,-0.53,0.99,-0.00
F3,1474,P10,E_P10_1474_cam101_100f.jpg,7.00,1.00,1.07,-0.37,2.25,0.52
F3,1475,P10,J_P10_1475_cam101_100f.jpg,9.00,1.00,-2.95,-3.07,-3.22,-0.57
F3,1476,P10,J_P10_1476_cam101_100f.jpg,9.00,5.00,3.71,3.02,3.43,2.43
F3,1477,P10,J_P10_1477_cam101_100f.jpg,0.00,4.00,4.37,1.67,-0.00,2.34
F3,1478,P10,J_P10_1478_cam101_100f.jpg,4.00,5.00,1.08,1.62,1.38,2.41
F3,1479,P10,J_P10_1479_cam101_100f.jpg,7.00,1.00,0.81,-0.19,2.51,0.56
F3,1480,P10,J_P10_1480_cam101_100f.jpg,8.00,1.00,1.90,1.11,2.90,0.54
F3,1481,P10,J_P10_1481_cam101_100f.jpg,3.00,3.00,0.84,2.12,1.01,1.53
F3,1482,P10,J_P10_1482_cam101_100f.jpg,5.00,0.00,1.97,1.13,1.88,-0.00
F3,1483,P10,J_P10_1483_cam101_100f.jpg,2.00,2.00,-2.10,-2.22,0.71,-0.97
F3,1484,P10,J_P10_1484_cam101_100f.jpg,2.00,2.00,1.74,1.90,0.70,1.05
F4,1792,P10,C_P10_1792_cam101_100f.jpg,5.00,2.00,3.01,1.05,1.87,-1.10
F4,1793,P10,C_P10_1793_cam101_100f.jpg,2.00,1.00,2.37,2.05,0.75,-0.50
F4,1794,P10,C_P10_1794_cam101_100f.jpg,6.00,5.00,2.42,0.81,2.37,2.78
F4,1796,P10,C_P10_1796_cam101_100f.jpg,4.00,1.00,-2.33,,-1.41,-0.60
F4,1797,P10,C_P10_1797_cam101_100f.jpg,3.00,1.00,2.43,0.56,-1.15,-0.55
F4,1798,P10,C_P10_1798_cam101_100f.jpg,2.00,3.00,0.27,-3.23,0.78,-1.77
F4,1799,P10,C_P10_1799_cam101_100f.jpg,4.00,1.00,1.02,-1.21,1.41,-0.55
F4,1800,P10,C_P10_1800_cam101_100f.jpg,1.00,3.00,1.30,-1.10,0.36,-1.68
F4,1801,P10,C_P10_1801_cam101_100f.jpg,2.00,1.00,1.61,1.28,0.73,0.51
F4,1802,P10,C_P10_1802_cam101_100f.jpg,9.00,1.00,2.29,1.42,3.18,-0.55
F4,1803,P10,C_P10_1803_cam101_100f.jpg,2.00,4.00,3.18,-0.38,-0.73,2.29
F4,1804,P10,C_P10_1804_cam101_100f.jpg,0.00,1.00,0.00,0.00,-0.00,0.50
F4,1805,P10,C_P10_1805_cam101_100f.jpg,0.00,0.00,4.46,0.39,-0.00,-0.00
F4,1806,P10,C_P10_1806_cam101_100f.jpg,1.00,5.00,5.41,2.05,0.38,2.73
F4,1807,P10,C_P10_1807_cam101_100f.jpg,1.00,2.00,0.85,,0.37,1.03
F4,1841,P10,E_P10_1841_cam101_100f.jpg,0.00,2.00,1.43,0.58,-0.00,1.04
F4,1842,P10,E_P10_1842_cam101_100f.jpg,4.00,1.00,0.00,-0.61,-1.46,0.64
F4,1843,P10,E_P10_1843_cam101_100f.jpg,5.00,0.00,-0.58,-3.32,-1.87,-0.00
F4,1844,P10,E_P10_1844_cam101_100f.jpg,4.00,1.00,2.48,0.55,1.38,0.51
F4,1845,P10,E_P10_1845_cam101_100f.jpg,1.00,2.00,-0.57,-0.97,-0.36,-1.16
F4,1846,P10,E_P10_1846_cam101_100f.jpg,1.00,2.00,0.00,0.39,-0.38,1.05
F4,1847,P10,E_P10_1847_cam101_100f.jpg,2.00,0.00,-2.85,-2.57,-0.73,-0.00
F4,1848,P10,E_P10_1848_cam101_100f.jpg,7.00,0.00,-1.40,-1.74,-2.43,-0.00
F4,1849,P10,E_P10_1849_cam101_100f.jpg,4.00,1.00,3.63,-0.41,1.58,0.60
F4,1850,P10,E_P10_1850_cam101_100f.jpg,2.00,5.00,1.18,0.20,0.77,2.56
F4,1851,P10,E_P10_1851_cam101_100f.jpg,1.00,0.00,0.26,-1.27,-0.38,-0.00
F4,1853,P10,E_P10_1853_cam101_100f.jpg,0.00,2.00,0.28,-0.38,-0.00,1.03
F4,1854,P10,E_P10_1854_cam101_100f.jpg,0.00,2.00,0.00,-1.81,-0.00,1.15
F4,1855,P10,E_P10_1855_cam101_100f.jpg,7.00,0.00,-1.73,-3.38,-2.67,-0.00
F4,1856,P10,E_P10_1856_cam101_100f.jpg,0.00,0.00,-3.27,-1.54,-0.00,-0.00
F4,1908,P10,H_P10_1908_cam101_100f.jpg,0.00,0.00,3.41,1.81,-0.00,-0.00
F4,1909,P10,H_P10_1909_cam101_100f.jpg,5.00,2.00,2.68,1.30,1.95,1.02
F4,1910,P10,H_P10_1910_cam101_50f.jpg,5.00,4.00,1.94,,-1.88,-2.22
F4,1911,P10,H_P10_1911_cam101_100f.jpg,7.00,1.00,-0.25,-1.22,2.36,0.46
F4,1912,P10,H_P10_1912_cam101_100f.jpg,6.00,3.00,5.05,2.03,2.35,1.58
F4,1913,P10,H_P10_1913_cam101_100f.jpg,1.00,4.00,1.22,-0.21,0.38,2.25
F4,1914,P10,H_P10_1914_cam101_100f.jpg,2.00,0.00,1.81,0.54,-0.70,-0.00
F4,1915,P10,H_P10_1915_cam101_100f.jpg,5.00,1.00,3.09,0.58,1.82,0.54
F4,1916,P10,H_P10_1916_cam101_100f.jpg,3.00,1.00,0.28,0.76,1.07,0.50
F4,1917,P10,H_P10_1917_cam101_100f.jpg,1.00,2.00,-1.86,-0.93,-0.34,-0.99
F4,1918,P10,H_P10_1918_cam101_100f.jpg,1.00,1.00,0.00,-0.76,-0.40,-0.52
F4,1919,P10,H_P10_1919_cam101_100f.jpg,1.00,0.00,-6.00,-3.84,-0.34,-0.00
F4,1920,P10,H_P10_1920_cam101_100f.jpg,2.00,5.00,0.27,-1.09,-0.71,2.53
